,Medicine Name ,Medicine MF,Medicine MW,IUPAC Name,Compound CID ,Create Date
476,CBMicro_012780; Oprea1_325795; Oprea1_328586; ZINC821151; SMSF0017363; ...,C17H19ClN2O4S,C17H19ClN2O4S,Isomeric SMILES: CC1=CC=C(C=C1)NC(=O)CN(C2=CC(=C(C=C2)OC)Cl)S(=O)(=O)C,1097934,  2005-07-10
477,2-{[(4-ethoxyphenyl)sulfonyl]-4-methylanilino}-N-methylacetamide; CDS1_003573; CBMicro_010997; Oprea1_037336; Oprea1_183150; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CCOC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC)C2=CC=C(C=C2)C,1097955,  2005-07-10
478,CBMicro_010846; Oprea1_014515; Oprea1_252191; ZINC821192; SMSF0016288; ...,C21H26N2O5S,C21H26N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCCC2)C3=C(C=C(C=C3)OC)OC,1097956,  2005-07-10
479,CBMicro_010449; Oprea1_477603; Oprea1_619399; ZINC821218; SMSF0016502; ...,C16H17ClN2O3S,C16H17ClN2O3S,Isomeric SMILES: CC1=CC(=CC=C1)NC(=O)CN(C2=CC(=CC=C2)Cl)S(=O)(=O)C,1097970,  2005-07-10
480,CBMicro_012778; Oprea1_237825; Oprea1_497263; ZINC821270; SMSF0017317; ...,C24H26N2O6S,C24H26N2O6S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC(=CC=C2)OC)C3=C(C=C(C=C3)OC)OC,1097997,  2005-07-10
481,2-[4-methoxy(methylsulfonyl)anilino]-N-(4-phenoxyphenyl)acetamide; CDS1_003642; CBMicro_011066; Oprea1_426812; Oprea1_678104; ...,C22H22N2O5S,C22H22N2O5S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)S(=O)(=O)C,1098018,  2005-07-10
482,"425608-33-9; Methyl N-(2,4-dimethoxyphenyl)-N-[(4-methylphenyl)sulfonyl]glycinate; methyl 2-(2,4-dimethoxy-N-(4-methylphenyl)sulfonylanilino)acetate; CBMicro_002977; Oprea1_409642; ...",C18H21NO6S,C18H21NO6S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)OC)C2=C(C=C(C=C2)OC)OC,1098033,  2005-07-10
483,CBMicro_002933; Cambridge id 6187603; Oprea1_040622; Oprea1_164879; ZINC821345; ...,C21H19ClN2O4S,C21H19ClN2O4S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=CC=C2Cl)S(=O)(=O)C3=CC=CC=C3,1098035,  2005-07-10
484,CBMicro_002056; Oprea1_150066; Oprea1_798428; ZINC821361; SMSF0016357; ...,C17H18Cl2N2O4S,C17H18Cl2N2O4S,Isomeric SMILES: CCOC1=CC=C(C=C1)NC(=O)CN(C2=CC(=CC(=C2)Cl)Cl)S(=O)(=O)C,1098043,  2005-07-10
485,CBMicro_002987; ZINC821381; SMSF0017211; STL139757; AKOS000611410; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1Cl)C2=CC=CC(=C2)C(F)(F)F,1098053,  2005-07-10
486,CBMicro_012546; Oprea1_548157; Oprea1_568138; ZINC821426; SMSF0018124; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CCOC1=CC=C(C=C1)NC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C3=CC=CC=C3,1098075,  2005-07-10
487,CBMicro_004189; Cambridge id 6170219; Oprea1_531389; Oprea1_830412; ZINC821445; ...,C23H23ClN2O5S,C23H23ClN2O5S,Isomeric SMILES: COC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)N(CC3=CC=C(C=C3)Cl)S(=O)(=O)C)OC,1098084,  2005-07-10
488,CBMicro_012745; Oprea1_125834; Oprea1_742241; ZINC821455; SMSF0017165; ...,C18H21ClN2O4S,C18H21ClN2O4S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=CC(=C(C=C2)OC)Cl)S(=O)(=O)C,1098089,  2005-07-10
489,CBMicro_012018; Oprea1_519367; Oprea1_853863; ZINC821474; SMSF0016683; ...,C20H26N2O5S,C20H26N2O5S,Isomeric SMILES: CC(C)C1=CC=C(C=C1)NC(=O)CN(C2=C(C=C(C=C2)OC)OC)S(=O)(=O)C,1098099,  2005-07-10
490,CBMicro_012778; Oprea1_237825; Oprea1_497263; ZINC821270; SMSF0017317; ...,C24H26N2O6S,C24H26N2O6S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC(=CC=C2)OC)C3=C(C=C(C=C3)OC)OC,1097997,  2005-07-10
491,2-[4-methoxy(methylsulfonyl)anilino]-N-(4-phenoxyphenyl)acetamide; CDS1_003642; CBMicro_011066; Oprea1_426812; Oprea1_678104; ...,C22H22N2O5S,C22H22N2O5S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)S(=O)(=O)C,1098018,  2005-07-10
492,"425608-33-9; Methyl N-(2,4-dimethoxyphenyl)-N-[(4-methylphenyl)sulfonyl]glycinate; methyl 2-(2,4-dimethoxy-N-(4-methylphenyl)sulfonylanilino)acetate; CBMicro_002977; Oprea1_409642; ...",C18H21NO6S,C18H21NO6S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)OC)C2=C(C=C(C=C2)OC)OC,1098033,  2005-07-10
493,CBMicro_002933; Cambridge id 6187603; Oprea1_040622; Oprea1_164879; ZINC821345; ...,C21H19ClN2O4S,C21H19ClN2O4S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=CC=C2Cl)S(=O)(=O)C3=CC=CC=C3,1098035,  2005-07-10
494,CBMicro_002056; Oprea1_150066; Oprea1_798428; ZINC821361; SMSF0016357; ...,C17H18Cl2N2O4S,C17H18Cl2N2O4S,Isomeric SMILES: CCOC1=CC=C(C=C1)NC(=O)CN(C2=CC(=CC(=C2)Cl)Cl)S(=O)(=O)C,1098043,  2005-07-10
495,CBMicro_002987; ZINC821381; SMSF0017211; STL139757; AKOS000611410; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1Cl)C2=CC=CC(=C2)C(F)(F)F,1098053,  2005-07-10
496,CBMicro_012546; Oprea1_548157; Oprea1_568138; ZINC821426; SMSF0018124; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CCOC1=CC=C(C=C1)NC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C3=CC=CC=C3,1098075,  2005-07-10
497,CBMicro_004189; Cambridge id 6170219; Oprea1_531389; Oprea1_830412; ZINC821445; ...,C23H23ClN2O5S,C23H23ClN2O5S,Isomeric SMILES: COC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)N(CC3=CC=C(C=C3)Cl)S(=O)(=O)C)OC,1098084,  2005-07-10
498,CBMicro_012745; Oprea1_125834; Oprea1_742241; ZINC821455; SMSF0017165; ...,C18H21ClN2O4S,C18H21ClN2O4S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=CC(=C(C=C2)OC)Cl)S(=O)(=O)C,1098089,  2005-07-10
499,CBMicro_012018; Oprea1_519367; Oprea1_853863; ZINC821474; SMSF0016683; ...,C20H26N2O5S,C20H26N2O5S,Isomeric SMILES: CC(C)C1=CC=C(C=C1)NC(=O)CN(C2=C(C=C(C=C2)OC)OC)S(=O)(=O)C,1098099,  2005-07-10
500,CDS1_003719; CBMicro_011143; DivK1c_004759; ZINC824174; SMSF0017571; ...,C14H17F3N2O4S,C14H17F3N2O4S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)N1CCOCC1)C2=CC=CC(=C2)C(F)(F)F,1099947,  2005-07-10
501,CBMicro_003034; Cambridge id 6201228; Oprea1_363120; Oprea1_542780; ZINC824182; ...,C17H20N2O4S2,C17H20N2O4S2,Isomeric SMILES: CCOC1=CC=C(C=C1)N(CC(=O)N)S(=O)(=O)C2=CC=C(C=C2)SC,1099951,  2005-07-10
502,CBMicro_002418; ZINC824259; SMSF0017266; AKOS000613343; AKOS024307884; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=C(C=C1)Cl)C2=CC=CC(=C2)C(F)(F)F,1099988,  2005-07-10
503,Methyl N-(4-bromophenyl)-N-(phenylsulfonyl)glycinate; 425628-26-8; METHYL 2-[N-(4-BROMOPHENYL)BENZENESULFONAMIDO]ACETATE; CBMicro_002315; methyl 2-[N-(benzenesulfonyl)-4-bromoanilino]acetate; ...,C15H14BrNO4S,C15H14BrNO4S,Isomeric SMILES: COC(=O)CN(C1=CC=C(C=C1)Br)S(=O)(=O)C2=CC=CC=C2,1100008,  2005-07-10
504,CBMicro_002454; Oprea1_011398; Oprea1_074035; MLS000035539; CHEMBL1302228; ...,C18H20N2O6S,C18H20N2O6S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=CC=C2C(=O)OC)S(=O)(=O)C,1100019,  2005-07-10
505,MLS000035501; SMR000123053; 2-[Methanesulfonyl-(4-methoxy-phenyl)-amino]-N-(3-trifluoromethyl-phenyl)-acetamide; CBMicro_010608; MLS002535374; ...,C17H17F3N2O4S,C17H17F3N2O4S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC2=CC=CC(=C2)C(F)(F)F)S(=O)(=O)C,1100041,  2005-07-10
506,methyl N-(4-fluorophenyl)-N-(methylsulfonyl)glycinate; 392313-34-7; methyl 2-(4-fluoro-N-methylsulfonylanilino)acetate; METHYL 2-[N-(4-FLUOROPHENYL)METHANESULFONAMIDO]ACETATE; CBMicro_001970; ...,C10H12FNO4S,C10H12FNO4S,Isomeric SMILES: COC(=O)CN(C1=CC=C(C=C1)F)S(=O)(=O)C,1100042,  2005-07-10
507,CBMicro_004586; Oprea1_206501; Oprea1_731593; ZINC824383; SMSF0016534; ...,C15H14ClIN2O3S,C15H14ClIN2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=C(C=C1)I)C2=CC(=CC=C2)Cl,1100052,  2005-07-10
508,CBMicro_012756; ZINC824412; SMSF0018019; STL139763; AKOS000613003; ...,C18H19F3N2O3S,C18H19F3N2O3S,Isomeric SMILES: CC1=CC(=C(C=C1)NC(=O)CN(C2=CC=CC(=C2)C(F)(F)F)S(=O)(=O)C)C,1100067,  2005-07-10
509,"2-[2,5-dimethoxy(methylsulfonyl)anilino]-N-(2-ethoxyphenyl)acetamide; CBMicro_004626; Oprea1_207155; Oprea1_508410; ZINC824445; ...",C19H24N2O6S,C19H24N2O6S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100084,  2005-07-10
510,CBMicro_011943; ZINC824455; SMSF0017624; STL123100; AKOS000385447; ...,C20H16BrFN2O3S,C20H16BrFN2O3S,Isomeric SMILES: C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2Br)C3=CC=C(C=C3)F,1100089,  2005-07-10
511,CBMicro_010491; ZINC824472; SMSF0016550; STL139722; AKOS000612916; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=CC(=CC=C2)Cl,1100098,  2005-07-10
512,6205-88-5; CDS1_003479; CBMicro_010903; Oprea1_224751; Oprea1_348124; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C)C,1100100,  2005-07-10
513,CBMicro_009986; Oprea1_322915; Oprea1_629641; ZINC824523; SMSF0017873; ...,C22H21BrN2O4S,C22H21BrN2O4S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=CC(=CC=C2)Br)S(=O)(=O)C3=CC=CC=C3,1100125,  2005-07-10
514,CBMicro_010457; Oprea1_115052; Oprea1_790400; ZINC824533; SMSF0016796; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,1100130,  2005-07-10
515,CBMicro_004764; Oprea1_287111; Oprea1_581892; ZINC824542; SMSF0016867; ...,C19H24N2O5S,C19H24N2O5S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100134,  2005-07-10
516,MLS000710699; CHEMBL1505811; HMS2629B16; ZINC825409; SMSF0008797; ...,C20H19NO3S,C20H19NO3S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3,1100725,  2005-07-10
517,"3,4,5-Trimethoxy-benzoic acid 4-(morpholine-4-carbothioyl)-phenyl ester; CBMicro_000468; Oprea1_197938; MLS001201462; CHEMBL1375287; ...",C21H23NO6S,C21H23NO6S,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C(=O)OC2=CC=C(C=C2)C(=S)N3CCOCC3,1100726,  2005-07-10
518,"5-(4-methoxyphenyl)-7-(trifluoromethyl)-N-[2-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011634; SCHEMBL1719086; ZINC825533; SMSF0006802; ...",C22H14F6N4O2,C22H14F6N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC=C4C(F)(F)F,1100817,  2005-07-10
519,"3-bromo-N-tert-butyl-5-phenyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_009102; ChemDiv1_001053; C18H16BrF3N4O; MLS001211331; ...",C18H16BrF3N4O,C18H16BrF3N4O,Isomeric SMILES: CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=C1Br)C3=CC=CC=C3)C(F)(F)F,1100869,  2005-07-10
520,CBMicro_011943; ZINC824455; SMSF0017624; STL123100; AKOS000385447; ...,C20H16BrFN2O3S,C20H16BrFN2O3S,Isomeric SMILES: C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2Br)C3=CC=C(C=C3)F,1100089,  2005-07-10
521,CBMicro_010491; ZINC824472; SMSF0016550; STL139722; AKOS000612916; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=CC(=CC=C2)Cl,1100098,  2005-07-10
522,6205-88-5; CDS1_003479; CBMicro_010903; Oprea1_224751; Oprea1_348124; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C)C,1100100,  2005-07-10
523,CBMicro_009986; Oprea1_322915; Oprea1_629641; ZINC824523; SMSF0017873; ...,C22H21BrN2O4S,C22H21BrN2O4S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=CC(=CC=C2)Br)S(=O)(=O)C3=CC=CC=C3,1100125,  2005-07-10
524,CBMicro_010457; Oprea1_115052; Oprea1_790400; ZINC824533; SMSF0016796; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,1100130,  2005-07-10
525,CBMicro_004764; Oprea1_287111; Oprea1_581892; ZINC824542; SMSF0016867; ...,C19H24N2O5S,C19H24N2O5S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100134,  2005-07-10
526,MLS000710699; CHEMBL1505811; HMS2629B16; ZINC825409; SMSF0008797; ...,C20H19NO3S,C20H19NO3S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3,1100725,  2005-07-10
527,"3,4,5-Trimethoxy-benzoic acid 4-(morpholine-4-carbothioyl)-phenyl ester; CBMicro_000468; Oprea1_197938; MLS001201462; CHEMBL1375287; ...",C21H23NO6S,C21H23NO6S,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C(=O)OC2=CC=C(C=C2)C(=S)N3CCOCC3,1100726,  2005-07-10
528,"5-(4-methoxyphenyl)-7-(trifluoromethyl)-N-[2-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011634; SCHEMBL1719086; ZINC825533; SMSF0006802; ...",C22H14F6N4O2,C22H14F6N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC=C4C(F)(F)F,1100817,  2005-07-10
529,"3-bromo-N-tert-butyl-5-phenyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_009102; ChemDiv1_001053; C18H16BrF3N4O; MLS001211331; ...",C18H16BrF3N4O,C18H16BrF3N4O,Isomeric SMILES: CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=C1Br)C3=CC=CC=C3)C(F)(F)F,1100869,  2005-07-10
530,CBMicro_011943; ZINC824455; SMSF0017624; STL123100; AKOS000385447; ...,C20H16BrFN2O3S,C20H16BrFN2O3S,Isomeric SMILES: C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2Br)C3=CC=C(C=C3)F,1100089,  2005-07-10
531,CBMicro_010491; ZINC824472; SMSF0016550; STL139722; AKOS000612916; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=CC(=CC=C2)Cl,1100098,  2005-07-10
532,6205-88-5; CDS1_003479; CBMicro_010903; Oprea1_224751; Oprea1_348124; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C)C,1100100,  2005-07-10
533,CBMicro_009986; Oprea1_322915; Oprea1_629641; ZINC824523; SMSF0017873; ...,C22H21BrN2O4S,C22H21BrN2O4S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=CC(=CC=C2)Br)S(=O)(=O)C3=CC=CC=C3,1100125,  2005-07-10
534,CBMicro_010457; Oprea1_115052; Oprea1_790400; ZINC824533; SMSF0016796; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,1100130,  2005-07-10
535,CBMicro_004764; Oprea1_287111; Oprea1_581892; ZINC824542; SMSF0016867; ...,C19H24N2O5S,C19H24N2O5S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100134,  2005-07-10
536,MLS000710699; CHEMBL1505811; HMS2629B16; ZINC825409; SMSF0008797; ...,C20H19NO3S,C20H19NO3S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3,1100725,  2005-07-10
537,"3,4,5-Trimethoxy-benzoic acid 4-(morpholine-4-carbothioyl)-phenyl ester; CBMicro_000468; Oprea1_197938; MLS001201462; CHEMBL1375287; ...",C21H23NO6S,C21H23NO6S,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C(=O)OC2=CC=C(C=C2)C(=S)N3CCOCC3,1100726,  2005-07-10
538,"5-(4-methoxyphenyl)-7-(trifluoromethyl)-N-[2-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011634; SCHEMBL1719086; ZINC825533; SMSF0006802; ...",C22H14F6N4O2,C22H14F6N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC=C4C(F)(F)F,1100817,  2005-07-10
539,"3-bromo-N-tert-butyl-5-phenyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_009102; ChemDiv1_001053; C18H16BrF3N4O; MLS001211331; ...",C18H16BrF3N4O,C18H16BrF3N4O,Isomeric SMILES: CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=C1Br)C3=CC=CC=C3)C(F)(F)F,1100869,  2005-07-10
540,CBMicro_011943; ZINC824455; SMSF0017624; STL123100; AKOS000385447; ...,C20H16BrFN2O3S,C20H16BrFN2O3S,Isomeric SMILES: C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2Br)C3=CC=C(C=C3)F,1100089,  2005-07-10
541,CBMicro_010491; ZINC824472; SMSF0016550; STL139722; AKOS000612916; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=CC(=CC=C2)Cl,1100098,  2005-07-10
542,6205-88-5; CDS1_003479; CBMicro_010903; Oprea1_224751; Oprea1_348124; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C)C,1100100,  2005-07-10
543,CBMicro_009986; Oprea1_322915; Oprea1_629641; ZINC824523; SMSF0017873; ...,C22H21BrN2O4S,C22H21BrN2O4S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=CC(=CC=C2)Br)S(=O)(=O)C3=CC=CC=C3,1100125,  2005-07-10
544,CBMicro_010457; Oprea1_115052; Oprea1_790400; ZINC824533; SMSF0016796; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,1100130,  2005-07-10
545,CBMicro_004764; Oprea1_287111; Oprea1_581892; ZINC824542; SMSF0016867; ...,C19H24N2O5S,C19H24N2O5S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100134,  2005-07-10
546,MLS000710699; CHEMBL1505811; HMS2629B16; ZINC825409; SMSF0008797; ...,C20H19NO3S,C20H19NO3S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3,1100725,  2005-07-10
547,"3,4,5-Trimethoxy-benzoic acid 4-(morpholine-4-carbothioyl)-phenyl ester; CBMicro_000468; Oprea1_197938; MLS001201462; CHEMBL1375287; ...",C21H23NO6S,C21H23NO6S,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C(=O)OC2=CC=C(C=C2)C(=S)N3CCOCC3,1100726,  2005-07-10
548,"5-(4-methoxyphenyl)-7-(trifluoromethyl)-N-[2-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011634; SCHEMBL1719086; ZINC825533; SMSF0006802; ...",C22H14F6N4O2,C22H14F6N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC=C4C(F)(F)F,1100817,  2005-07-10
549,"3-bromo-N-tert-butyl-5-phenyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_009102; ChemDiv1_001053; C18H16BrF3N4O; MLS001211331; ...",C18H16BrF3N4O,C18H16BrF3N4O,Isomeric SMILES: CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=C1Br)C3=CC=CC=C3)C(F)(F)F,1100869,  2005-07-10
550,CBMicro_011943; ZINC824455; SMSF0017624; STL123100; AKOS000385447; ...,C20H16BrFN2O3S,C20H16BrFN2O3S,Isomeric SMILES: C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2Br)C3=CC=C(C=C3)F,1100089,  2005-07-10
551,CBMicro_010491; ZINC824472; SMSF0016550; STL139722; AKOS000612916; ...,C16H14ClF3N2O3S,C16H14ClF3N2O3S,Isomeric SMILES: CS(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)C(F)(F)F)C2=CC(=CC=C2)Cl,1100098,  2005-07-10
552,6205-88-5; CDS1_003479; CBMicro_010903; Oprea1_224751; Oprea1_348124; ...,C18H22N2O4S,C18H22N2O4S,Isomeric SMILES: CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C)C,1100100,  2005-07-10
553,CBMicro_009986; Oprea1_322915; Oprea1_629641; ZINC824523; SMSF0017873; ...,C22H21BrN2O4S,C22H21BrN2O4S,Isomeric SMILES: CCOC1=CC=CC=C1NC(=O)CN(C2=CC(=CC=C2)Br)S(=O)(=O)C3=CC=CC=C3,1100125,  2005-07-10
554,CBMicro_010457; Oprea1_115052; Oprea1_790400; ZINC824533; SMSF0016796; ...,C23H24N2O5S,C23H24N2O5S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,1100130,  2005-07-10
555,CBMicro_004764; Oprea1_287111; Oprea1_581892; ZINC824542; SMSF0016867; ...,C19H24N2O5S,C19H24N2O5S,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)CN(C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C,1100134,  2005-07-10
556,MLS000710699; CHEMBL1505811; HMS2629B16; ZINC825409; SMSF0008797; ...,C20H19NO3S,C20H19NO3S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CC=C3,1100725,  2005-07-10
557,"3,4,5-Trimethoxy-benzoic acid 4-(morpholine-4-carbothioyl)-phenyl ester; CBMicro_000468; Oprea1_197938; MLS001201462; CHEMBL1375287; ...",C21H23NO6S,C21H23NO6S,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C(=O)OC2=CC=C(C=C2)C(=S)N3CCOCC3,1100726,  2005-07-10
558,"5-(4-methoxyphenyl)-7-(trifluoromethyl)-N-[2-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011634; SCHEMBL1719086; ZINC825533; SMSF0006802; ...",C22H14F6N4O2,C22H14F6N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC=C4C(F)(F)F,1100817,  2005-07-10
559,"3-bromo-N-tert-butyl-5-phenyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_009102; ChemDiv1_001053; C18H16BrF3N4O; MLS001211331; ...",C18H16BrF3N4O,C18H16BrF3N4O,Isomeric SMILES: CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=C1Br)C3=CC=CC=C3)C(F)(F)F,1100869,  2005-07-10
560,CBMicro_012752; Oprea1_639853; Oprea1_692873; ZINC829706; SMSF0017923; ...,C20H17FN2O3S,C20H17FN2O3S,Isomeric SMILES: C1=CC=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)F)S(=O)(=O)C3=CC=CC=C3,1103781,  2005-07-10
